source,campaign,influencer_id,user_id,product,date,orders,revenue
YouTube,HKVitals_Campaign_Mar_2025,4,10052,Multivitamins,2025-03-03,1,805.5
YouTube,HKVitals_Campaign_Mar_2025,4,10053,Multivitamins,2025-03-03,1,738.67
YouTube,Gritzo_Campaign_Feb_2025,4,10054,Chia Seeds,2025-02-02,1,545.62
YouTube,HKVitals_Campaign_Jul_2025,4,10055,Probiotics,2025-07-16,1,940.66
YouTube,HKVitals_Campaign_Jul_2025,4,10056,Omega 3,2025-07-16,1,1062.63
YouTube,Gritzo_Campaign_Feb_2025,4,10057,Peanut Butter,2025-02-22,1,655.58
YouTube,Gritzo_Campaign_Feb_2025,4,10058,Chia Seeds,2025-02-18,1,583.51
YouTube,Gritzo_Campaign_Feb_2025,4,10059,Oats,2025-02-14,3,1112.43
YouTube,MuscleBlaze_Campaign_Feb_2025,4,10060,Protein Powder,2025-02-20,2,3117.62
YouTube,Gritzo_Campaign_Jul_2025,4,10061,Oats,2025-07-18,1,398.49
YouTube,HKVitals_Campaign_Jun_2025,5,10062,Probiotics,2025-06-17,3,2665.33
YouTube,HKVitals_Campaign_May_2025,5,10063,Probiotics,2025-05-10,2,1650.99
YouTube,HKVitals_Campaign_May_2025,5,10064,Omega 3,2025-05-09,1,994.8
YouTube,HKVitals_Campaign_May_2025,5,10065,Multivitamins,2025-05-08,1,746.58
YouTube,MuscleBlaze_Campaign_May_2025,5,10066,BCAA,2025-05-21,1,1311.33
YouTube,MuscleBlaze_Campaign_Mar_2025,5,10067,Protein Powder,2025-03-19,1,1525.57
YouTube,MuscleBlaze_Campaign_Mar_2025,5,10068,Protein Powder,2025-03-16,2,3041.66
YouTube,HKVitals_Campaign_Jun_2025,5,10069,Multivitamins,2025-06-10,1,721.26
YouTube,HKVitals_Campaign_Jun_2025,5,10070,Probiotics,2025-06-11,1,986.31
YouTube,HKVitals_Campaign_May_2025,5,10071,Probiotics,2025-05-27,3,2751.75
YouTube,HKVitals_Campaign_May_2025,5,10072,Probiotics,2025-05-22,2,1633.33
YouTube,Gritzo_Campaign_Feb_2025,5,10073,Peanut Butter,2025-02-22,1,610.92
YouTube,Gritzo_Campaign_Feb_2025,5,10074,Chia Seeds,2025-02-24,3,1783.67
YouTube,Gritzo_Campaign_Feb_2025,5,10075,Oats,2025-02-06,3,1206.79
YouTube,Gritzo_Campaign_Feb_2025,5,10076,Peanut Butter,2025-02-15,3,1733.71
Facebook,MuscleBlaze_Campaign_Jul_2025,6,10077,Mass Gainer,2025-07-11,1,1770.17
Facebook,HKVitals_Campaign_Mar_2025,6,10078,Multivitamins,2025-03-10,2,1639.26
Facebook,HKVitals_Campaign_Mar_2025,6,10079,Probiotics,2025-03-08,1,890.7
Facebook,Gritzo_Campaign_Jul_2025,6,10080,Oats,2025-07-14,2,766.08
Facebook,Gritzo_Campaign_Jul_2025,6,10081,Oats,2025-07-19,3,1162.52
Facebook,MuscleBlaze_Campaign_Feb_2025,6,10082,BCAA,2025-02-16,2,2442.08
Facebook,MuscleBlaze_Campaign_Jul_2025,6,10083,Mass Gainer,2025-07-29,2,3854.49
Facebook,MuscleBlaze_Campaign_Jul_2025,6,10084,BCAA,2025-07-30,3,3577.3
Facebook,MuscleBlaze_Campaign_Jul_2025,6,10085,Mass Gainer,2025-07-26,2,3931.06
Facebook,HKVitals_Campaign_Jul_2025,6,10086,Probiotics,2025-07-02,1,953.28
Facebook,HKVitals_Campaign_Jul_2025,6,10087,Multivitamins,2025-07-06,1,753.15
Facebook,HKVitals_Campaign_Jun_2025,6,10088,Probiotics,2025-06-28,1,930.07
Facebook,Gritzo_Campaign_May_2025,6,10089,Oats,2025-05-17,3,1117.52
Facebook,Gritzo_Campaign_Feb_2025,6,10090,Oats,2025-02-12,1,435.44
Facebook,Gritzo_Campaign_Feb_2025,6,10091,Peanut Butter,2025-02-10,1,568.17
Facebook,HKVitals_Campaign_May_2025,6,10092,Multivitamins,2025-05-20,1,777.41
Facebook,HKVitals_Campaign_May_2025,6,10093,Omega 3,2025-05-25,1,1035.39
Facebook,HKVitals_Campaign_May_2025,6,10094,Multivitamins,2025-05-28,3,2175.35
Facebook,MuscleBlaze_Campaign_May_2025,6,10095,Mass Gainer,2025-05-11,3,4983.09
Instagram,Gritzo_Campaign_Feb_2025,7,10096,Oats,2025-02-26,1,377.93
Instagram,Gritzo_Campaign_Jun_2025,7,10097,Peanut Butter,2025-06-08,3,1896.97
Instagram,Gritzo_Campaign_Jun_2025,7,10098,Chia Seeds,2025-06-07,1,593.59
Instagram,HKVitals_Campaign_Jun_2025,7,10099,Probiotics,2025-06-23,1,930.51
Instagram,HKVitals_Campaign_Jun_2025,7,10100,Probiotics,2025-06-14,2,1953.59
Instagram,HKVitals_Campaign_Jun_2025,7,10101,Omega 3,2025-06-21,1,1092.53
Instagram,HKVitals_Campaign_May_2025,7,10102,Multivitamins,2025-05-04,1,817.54
Instagram,MuscleBlaze_Campaign_Feb_2025,7,10103,BCAA,2025-02-15,2,2403.51
Instagram,MuscleBlaze_Campaign_Jul_2025,7,10104,BCAA,2025-07-17,1,1289.01
Instagram,HKVitals_Campaign_Jun_2025,7,10105,Multivitamins,2025-06-16,1,833.31
Instagram,HKVitals_Campaign_Jun_2025,7,10106,Probiotics,2025-06-19,1,941.86
Instagram,Gritzo_Campaign_Jun_2025,7,10107,Oats,2025-06-15,1,389.1
Instagram,MuscleBlaze_Campaign_Mar_2025,7,10108,Protein Powder,2025-03-21,1,1481.73
Instagram,Gritzo_Campaign_Mar_2025,7,10109,Oats,2025-03-11,1,426.79
Instagram,Gritzo_Campaign_Mar_2025,7,10110,Peanut Butter,2025-03-13,2,1148.82
Instagram,HKVitals_Campaign_May_2025,7,10111,Multivitamins,2025-05-05,2,1559.18
Facebook,MuscleBlaze_Campaign_Apr_2025,8,10112,Mass Gainer,2025-04-11,2,3718.8
Facebook,MuscleBlaze_Campaign_Apr_2025,8,10113,Protein Powder,2025-04-09,2,2953.03
Facebook,HKVitals_Campaign_Jun_2025,8,10114,Multivitamins,2025-06-18,2,1572.29
Facebook,MuscleBlaze_Campaign_Jul_2025,8,10115,Mass Gainer,2025-07-29,1,1906.06
Facebook,MuscleBlaze_Campaign_Jul_2025,8,10116,Mass Gainer,2025-07-21,1,1779.33
Facebook,MuscleBlaze_Campaign_Apr_2025,8,10117,BCAA,2025-04-28,1,1306.47
Facebook,MuscleBlaze_Campaign_Jul_2025,8,10118,Mass Gainer,2025-07-17,1,1764.59
Instagram,Gritzo_Campaign_May_2025,9,10119,Peanut Butter,2025-05-27,1,587.19
Instagram,MuscleBlaze_Campaign_Jul_2025,9,10120,BCAA,2025-07-10,1,1116.23
Instagram,Gritzo_Campaign_Apr_2025,9,10121,Oats,2025-04-26,2,876.81
Instagram,Gritzo_Campaign_Apr_2025,9,10122,Chia Seeds,2025-04-24,3,1805.98
Instagram,Gritzo_Campaign_Apr_2025,9,10123,Peanut Butter,2025-04-22,1,646.29
Instagram,HKVitals_Campaign_Feb_2025,9,10124,Probiotics,2025-02-20,1,939.88
Instagram,HKVitals_Campaign_Feb_2025,9,10125,Omega 3,2025-02-21,1,901.58
Instagram,HKVitals_Campaign_Feb_2025,9,10126,Omega 3,2025-02-24,3,3066.24
Instagram,HKVitals_Campaign_May_2025,9,10127,Probiotics,2025-05-01,3,2670.94
Instagram,MuscleBlaze_Campaign_Jun_2025,9,10128,BCAA,2025-06-12,1,1269.2
Instagram,HKVitals_Campaign_Mar_2025,9,10129,Omega 3,2025-03-26,2,2155.07
Instagram,HKVitals_Campaign_Mar_2025,9,10130,Probiotics,2025-03-27,1,949.57
Instagram,HKVitals_Campaign_Mar_2025,9,10131,Omega 3,2025-03-22,1,907.39
Instagram,MuscleBlaze_Campaign_Apr_2025,9,10132,Mass Gainer,2025-04-02,1,1807.37
Instagram,MuscleBlaze_Campaign_Apr_2025,9,10133,BCAA,2025-04-04,1,1131.3
Instagram,MuscleBlaze_Campaign_Mar_2025,9,10134,BCAA,2025-03-23,3,3615.36
Instagram,MuscleBlaze_Campaign_Mar_2025,9,10135,BCAA,2025-03-21,2,2171.24
Instagram,MuscleBlaze_Campaign_Mar_2025,9,10136,BCAA,2025-03-28,1,1142.09
Instagram,Gritzo_Campaign_Apr_2025,9,10137,Chia Seeds,2025-04-27,2,1207.13
Instagram,Gritzo_Campaign_Apr_2025,9,10138,Oats,2025-04-21,3,1281.98
Instagram,Gritzo_Campaign_Feb_2025,9,10139,Chia Seeds,2025-02-12,3,1601.98
Instagram,Gritzo_Campaign_Feb_2025,9,10140,Oats,2025-02-14,1,435.31
Facebook,HKVitals_Campaign_Apr_2025,10,10141,Omega 3,2025-04-16,1,1047.37
Facebook,HKVitals_Campaign_Apr_2025,10,10142,Omega 3,2025-04-12,1,1096.59
Facebook,MuscleBlaze_Campaign_Jun_2025,10,10143,BCAA,2025-06-13,1,1251.52
Facebook,MuscleBlaze_Campaign_Jun_2025,10,10144,BCAA,2025-06-14,1,1207.99
Facebook,MuscleBlaze_Campaign_Jun_2025,10,10145,BCAA,2025-06-07,2,2328.16
Facebook,HKVitals_Campaign_Apr_2025,10,10146,Probiotics,2025-04-08,1,931.04
Facebook,HKVitals_Campaign_Apr_2025,10,10147,Probiotics,2025-04-05,1,903.54
Facebook,Gritzo_Campaign_Apr_2025,10,10148,Oats,2025-04-15,1,401.32
Facebook,MuscleBlaze_Campaign_May_2025,10,10149,Mass Gainer,2025-05-20,1,1655.28
Facebook,HKVitals_Campaign_Jun_2025,10,10150,Omega 3,2025-06-08,1,916.39
Facebook,HKVitals_Campaign_Jun_2025,10,10151,Multivitamins,2025-06-08,1,862.16
Facebook,HKVitals_Campaign_Jun_2025,10,10152,Omega 3,2025-06-05,1,989.23
Facebook,Gritzo_Campaign_Jul_2025,10,10153,Chia Seeds,2025-07-07,1,539.3
Facebook,Gritzo_Campaign_Jul_2025,10,10154,Chia Seeds,2025-07-07,1,580.67
Facebook,HKVitals_Campaign_Jun_2025,10,10155,Probiotics,2025-06-02,2,1849.13
Facebook,HKVitals_Campaign_Jun_2025,10,10156,Omega 3,2025-06-02,1,1046.34
YouTube,MuscleBlaze_Campaign_Jul_2025,11,10157,Protein Powder,2025-07-04,1,1501.74
YouTube,MuscleBlaze_Campaign_Jul_2025,11,10158,Mass Gainer,2025-07-09,1,1666.58
YouTube,MuscleBlaze_Campaign_Jul_2025,11,10159,BCAA,2025-07-18,3,3325.0
YouTube,MuscleBlaze_Campaign_Jul_2025,11,10160,Protein Powder,2025-07-17,1,1492.01
YouTube,MuscleBlaze_Campaign_Jul_2025,11,10161,BCAA,2025-07-12,1,1306.58
YouTube,HKVitals_Campaign_Jun_2025,11,10162,Multivitamins,2025-06-19,3,2569.11
YouTube,HKVitals_Campaign_Jun_2025,11,10163,Multivitamins,2025-06-11,1,779.13
YouTube,MuscleBlaze_Campaign_Jul_2025,11,10164,Protein Powder,2025-07-26,3,4187.97
YouTube,MuscleBlaze_Campaign_Jul_2025,11,10165,Mass Gainer,2025-07-22,1,1976.77
YouTube,MuscleBlaze_Campaign_May_2025,11,10166,Mass Gainer,2025-05-03,1,1630.07
YouTube,MuscleBlaze_Campaign_Apr_2025,11,10167,Protein Powder,2025-04-28,1,1585.14
YouTube,HKVitals_Campaign_Jul_2025,11,10168,Multivitamins,2025-07-05,2,1724.5
YouTube,HKVitals_Campaign_Jul_2025,11,10169,Multivitamins,2025-07-03,1,851.06
YouTube,HKVitals_Campaign_Jun_2025,11,10170,Multivitamins,2025-06-23,3,2422.82
YouTube,HKVitals_Campaign_Jun_2025,11,10171,Multivitamins,2025-06-22,1,786.81
YouTube,Gritzo_Campaign_Jul_2025,11,10172,Peanut Butter,2025-07-30,2,1188.57
YouTube,Gritzo_Campaign_Jul_2025,11,10173,Peanut Butter,2025-07-27,1,597.03
YouTube,Gritzo_Campaign_Jul_2025,11,10174,Chia Seeds,2025-07-30,2,1019.22
Twitter,MuscleBlaze_Campaign_Jul_2025,12,10175,BCAA,2025-07-01,1,1190.62
Twitter,HKVitals_Campaign_Mar_2025,12,10176,Probiotics,2025-03-21,1,836.82
Twitter,HKVitals_Campaign_Mar_2025,12,10177,Probiotics,2025-03-19,1,826.08
Twitter,Gritzo_Campaign_Apr_2025,12,10178,Chia Seeds,2025-04-07,1,540.06
Twitter,Gritzo_Campaign_Apr_2025,12,10179,Oats,2025-04-04,1,387.12
Twitter,Gritzo_Campaign_Apr_2025,12,10180,Oats,2025-04-08,1,431.2
Twitter,MuscleBlaze_Campaign_Jun_2025,12,10181,Mass Gainer,2025-06-22,2,3303.74
Twitter,MuscleBlaze_Campaign_Jun_2025,12,10182,Protein Powder,2025-06-12,1,1521.6
Twitter,MuscleBlaze_Campaign_Jun_2025,12,10183,BCAA,2025-06-16,2,2429.3
Twitter,MuscleBlaze_Campaign_Feb_2025,12,10184,BCAA,2025-02-15,3,3301.31
Twitter,Gritzo_Campaign_Feb_2025,12,10185,Chia Seeds,2025-02-08,1,578.34
Twitter,Gritzo_Campaign_Feb_2025,12,10186,Chia Seeds,2025-02-07,2,1031.67
Twitter,Gritzo_Campaign_Feb_2025,12,10187,Peanut Butter,2025-02-07,2,1295.25
Twitter,HKVitals_Campaign_Apr_2025,12,10188,Probiotics,2025-04-20,1,842.35
Twitter,HKVitals_Campaign_Mar_2025,12,10189,Omega 3,2025-03-13,1,949.06
Twitter,Gritzo_Campaign_Jun_2025,12,10190,Chia Seeds,2025-06-12,1,504.31
Twitter,Gritzo_Campaign_Jun_2025,12,10191,Chia Seeds,2025-06-14,1,530.25
Twitter,Gritzo_Campaign_Jun_2025,12,10192,Chia Seeds,2025-06-05,1,549.06
Facebook,HKVitals_Campaign_Jul_2025,13,10193,Omega 3,2025-07-27,1,936.1
Facebook,HKVitals_Campaign_Feb_2025,13,10194,Probiotics,2025-02-26,3,2636.29
Facebook,HKVitals_Campaign_Apr_2025,13,10195,Multivitamins,2025-04-01,2,1613.37
Facebook,MuscleBlaze_Campaign_Jul_2025,13,10196,Protein Powder,2025-07-09,1,1426.67
Facebook,MuscleBlaze_Campaign_Jul_2025,13,10197,Protein Powder,2025-07-09,1,1442.04
Facebook,MuscleBlaze_Campaign_Apr_2025,13,10198,BCAA,2025-04-06,1,1094.14
Facebook,MuscleBlaze_Campaign_Apr_2025,13,10199,Mass Gainer,2025-04-06,1,1629.78
Instagram,MuscleBlaze_Campaign_Mar_2025,14,10200,Mass Gainer,2025-03-21,1,1655.55
Instagram,Gritzo_Campaign_Feb_2025,14,10201,Peanut Butter,2025-02-22,2,1141.9
Instagram,Gritzo_Campaign_May_2025,14,10202,Oats,2025-05-27,1,379.17
Instagram,MuscleBlaze_Campaign_Mar_2025,14,10203,BCAA,2025-03-31,2,2396.63
Instagram,MuscleBlaze_Campaign_Apr_2025,14,10204,BCAA,2025-04-03,3,3923.54
Instagram,MuscleBlaze_Campaign_Mar_2025,14,10205,Mass Gainer,2025-03-28,1,1734.6
Instagram,HKVitals_Campaign_Apr_2025,14,10206,Omega 3,2025-04-10,2,1993.67
Instagram,HKVitals_Campaign_Apr_2025,14,10207,Omega 3,2025-04-19,1,946.75
Instagram,HKVitals_Campaign_Apr_2025,14,10208,Multivitamins,2025-04-13,1,808.65
Twitter,Gritzo_Campaign_Feb_2025,15,10209,Chia Seeds,2025-02-16,1,522.09
Twitter,Gritzo_Campaign_Feb_2025,15,10210,Chia Seeds,2025-02-25,2,1162.75
Twitter,Gritzo_Campaign_Feb_2025,15,10211,Peanut Butter,2025-02-24,2,1177.62
Twitter,MuscleBlaze_Campaign_May_2025,15,10212,BCAA,2025-05-24,2,2257.66
Twitter,HKVitals_Campaign_Jun_2025,15,10213,Omega 3,2025-06-09,3,3291.19
Twitter,Gritzo_Campaign_Apr_2025,15,10214,Chia Seeds,2025-04-12,2,1201.5
Twitter,HKVitals_Campaign_Jun_2025,15,10215,Omega 3,2025-06-01,3,2700.6
Twitter,HKVitals_Campaign_Jun_2025,15,10216,Omega 3,2025-06-10,2,1915.7
Twitter,HKVitals_Campaign_Jun_2025,15,10217,Multivitamins,2025-06-01,2,1459.26
Twitter,Gritzo_Campaign_Apr_2025,15,10218,Peanut Butter,2025-04-30,1,570.11
Twitter,Gritzo_Campaign_Apr_2025,15,10219,Chia Seeds,2025-04-27,1,604.92
Twitter,HKVitals_Campaign_Feb_2025,15,10220,Multivitamins,2025-02-21,2,1709.02
Twitter,HKVitals_Campaign_Feb_2025,15,10221,Omega 3,2025-02-12,1,932.28
Twitter,HKVitals_Campaign_Feb_2025,15,10222,Probiotics,2025-02-21,1,822.59
Twitter,HKVitals_Campaign_Apr_2025,15,10223,Omega 3,2025-04-11,3,3198.3
Instagram,HKVitals_Campaign_Jul_2025,16,10224,Probiotics,2025-07-04,1,968.09
Instagram,HKVitals_Campaign_Jul_2025,16,10225,Multivitamins,2025-07-09,1,800.77
Instagram,HKVitals_Campaign_Jul_2025,16,10226,Omega 3,2025-07-10,2,2178.16
Instagram,MuscleBlaze_Campaign_May_2025,16,10227,Mass Gainer,2025-05-21,2,3436.57
Instagram,MuscleBlaze_Campaign_May_2025,16,10228,BCAA,2025-05-19,1,1161.99
Instagram,MuscleBlaze_Campaign_May_2025,16,10229,Mass Gainer,2025-05-23,2,3476.49
Instagram,Gritzo_Campaign_May_2025,16,10230,Oats,2025-05-11,2,867.56
Instagram,Gritzo_Campaign_May_2025,16,10231,Chia Seeds,2025-05-08,1,495.47
Instagram,Gritzo_Campaign_May_2025,16,10232,Oats,2025-05-11,1,373.88
Instagram,MuscleBlaze_Campaign_Jul_2025,16,10233,BCAA,2025-07-06,2,2525.98
Instagram,MuscleBlaze_Campaign_Jun_2025,16,10234,BCAA,2025-06-30,1,1268.95
Instagram,MuscleBlaze_Campaign_Jul_2025,16,10235,BCAA,2025-07-09,1,1098.61
Instagram,Gritzo_Campaign_Jun_2025,16,10236,Chia Seeds,2025-06-11,1,568.95
Instagram,Gritzo_Campaign_Jun_2025,16,10237,Peanut Butter,2025-06-29,1,582.96
Instagram,Gritzo_Campaign_Jun_2025,16,10238,Oats,2025-06-20,1,369.98
Instagram,MuscleBlaze_Campaign_Mar_2025,16,10239,Protein Powder,2025-03-19,1,1352.81
Instagram,MuscleBlaze_Campaign_Mar_2025,16,10240,BCAA,2025-03-12,1,1262.02
Instagram,Gritzo_Campaign_Jun_2025,16,10241,Chia Seeds,2025-06-28,1,516.07
Instagram,Gritzo_Campaign_Jul_2025,16,10242,Chia Seeds,2025-07-03,2,1056.7
Instagram,Gritzo_Campaign_Jun_2025,16,10243,Chia Seeds,2025-06-26,1,520.77
Instagram,Gritzo_Campaign_May_2025,16,10244,Peanut Butter,2025-05-21,2,1147.38
Instagram,Gritzo_Campaign_May_2025,16,10245,Chia Seeds,2025-05-30,1,518.0
Instagram,HKVitals_Campaign_Mar_2025,16,10246,Probiotics,2025-03-17,3,2489.91
Facebook,Gritzo_Campaign_Feb_2025,17,10247,Chia Seeds,2025-02-14,1,549.34
Facebook,Gritzo_Campaign_Feb_2025,17,10248,Chia Seeds,2025-02-09,3,1702.75
Facebook,MuscleBlaze_Campaign_May_2025,17,10249,BCAA,2025-05-11,2,2449.43
Facebook,MuscleBlaze_Campaign_May_2025,17,10250,Protein Powder,2025-05-02,1,1526.45
Facebook,MuscleBlaze_Campaign_May_2025,17,10251,BCAA,2025-05-02,2,2221.17
Facebook,MuscleBlaze_Campaign_Mar_2025,17,10252,Protein Powder,2025-03-11,1,1568.67
Facebook,MuscleBlaze_Campaign_Mar_2025,17,10253,Mass Gainer,2025-03-06,1,1925.16
Facebook,MuscleBlaze_Campaign_Mar_2025,17,10254,Protein Powder,2025-03-13,1,1509.88
Facebook,HKVitals_Campaign_Apr_2025,17,10255,Probiotics,2025-04-22,1,968.96
Facebook,HKVitals_Campaign_Apr_2025,17,10256,Multivitamins,2025-04-20,1,822.55
Facebook,Gritzo_Campaign_Jul_2025,17,10257,Oats,2025-07-08,1,394.6
Facebook,Gritzo_Campaign_Jul_2025,17,10258,Peanut Butter,2025-07-07,3,1663.82
Facebook,Gritzo_Campaign_Jul_2025,17,10259,Chia Seeds,2025-07-10,1,549.51
Instagram,Gritzo_Campaign_May_2025,18,10260,Oats,2025-05-27,1,363.76
Instagram,Gritzo_Campaign_Jun_2025,18,10261,Peanut Butter,2025-06-01,1,593.86
Instagram,Gritzo_Campaign_May_2025,18,10262,Oats,2025-05-30,1,375.57
Instagram,HKVitals_Campaign_Apr_2025,18,10263,Probiotics,2025-04-22,1,988.25
Instagram,Gritzo_Campaign_May_2025,18,10264,Chia Seeds,2025-05-30,2,1200.71
Instagram,MuscleBlaze_Campaign_Jun_2025,18,10265,Protein Powder,2025-06-05,1,1448.77
Instagram,HKVitals_Campaign_Apr_2025,18,10266,Probiotics,2025-04-25,1,827.41
Instagram,HKVitals_Campaign_Jun_2025,18,10267,Omega 3,2025-06-12,1,1018.51
Instagram,HKVitals_Campaign_Jun_2025,18,10268,Probiotics,2025-06-17,1,961.29
Instagram,Gritzo_Campaign_Mar_2025,18,10269,Oats,2025-03-25,3,1137.21
Instagram,MuscleBlaze_Campaign_May_2025,18,10270,Protein Powder,2025-05-17,1,1505.9
Instagram,MuscleBlaze_Campaign_May_2025,18,10271,Protein Powder,2025-05-13,1,1582.72
Instagram,MuscleBlaze_Campaign_Feb_2025,18,10272,Mass Gainer,2025-02-08,3,5535.38
Instagram,MuscleBlaze_Campaign_Feb_2025,18,10273,BCAA,2025-02-08,1,1100.53
Instagram,MuscleBlaze_Campaign_Feb_2025,18,10274,Protein Powder,2025-02-07,3,4389.66
Instagram,MuscleBlaze_Campaign_Apr_2025,18,10275,Protein Powder,2025-04-23,1,1368.6
Instagram,MuscleBlaze_Campaign_Apr_2025,18,10276,Mass Gainer,2025-04-21,2,3457.06
Instagram,MuscleBlaze_Campaign_Apr_2025,18,10277,BCAA,2025-04-27,1,1095.79
Instagram,Gritzo_Campaign_May_2025,18,10278,Oats,2025-05-11,2,728.35
Instagram,Gritzo_Campaign_May_2025,18,10279,Peanut Butter,2025-05-09,1,551.5
Instagram,Gritzo_Campaign_May_2025,18,10280,Peanut Butter,2025-05-06,1,643.75
Twitter,HKVitals_Campaign_May_2025,19,10281,Probiotics,2025-05-23,1,891.61
Twitter,HKVitals_Campaign_May_2025,19,10282,Omega 3,2025-05-29,2,2151.98
Twitter,HKVitals_Campaign_May_2025,19,10283,Probiotics,2025-05-24,2,1742.26
Twitter,Gritzo_Campaign_May_2025,19,10284,Oats,2025-05-25,2,802.75
Twitter,Gritzo_Campaign_May_2025,19,10285,Chia Seeds,2025-05-21,1,506.88
Twitter,Gritzo_Campaign_May_2025,19,10286,Oats,2025-05-27,3,1251.19
Twitter,MuscleBlaze_Campaign_Feb_2025,19,10287,Protein Powder,2025-02-12,1,1387.79
